
executed_tx 100, accessedPercentage 50
executed_tx 379200, accessedPercentage 84
executed_tx 379300, accessedPercentage 84
executed_tx 379400, accessedPercentage 84
executed_tx 379500, accessedPercentage 84
executed_tx 379600, accessedPercentage 84
executed_tx 379700, accessedPercentage 84
executed_tx 379800, accessedPercentage 84
executed_tx 379900, accessedPercentage 84
executed_tx 380000, accessedPercentage 84
executed_tx 380100, accessedPercentage 84
executed_tx 380200, accessedPercentage 84
Predicted: 421532.187500|425798.843750|426286.312500|0.000000, measured: 573023.625000, max txs: 8, ab.prob: 0.092998
executed_tx 380300, accessedPercentage 84
executed_tx 380400, accessedPercentage 84
executed_tx 380500, accessedPercentage 84
executed_tx 380600, accessedPercentage 84
executed_tx 380700, accessedPercentage 84
executed_tx 380800, accessedPercentage 84
executed_tx 380900, accessedPercentage 84
executed_tx 381000, accessedPercentage 84
executed_tx 381100, accessedPercentage 83
executed_tx 381200, accessedPercentage 83
executed_tx 381300, accessedPercentage 83
Predicted: 416066.875000|423206.875000|423652.968750|0.000000, measured: 571281.500000, max txs: 8, ab.prob: 0.086358
executed_tx 381400, accessedPercentage 83
executed_tx 381500, accessedPercentage 83
executed_tx 381600, accessedPercentage 83
executed_tx 381700, accessedPercentage 83
executed_tx 381800, accessedPercentage 83
executed_tx 381900, accessedPercentage 83
executed_tx 382000, accessedPercentage 83
executed_tx 382100, accessedPercentage 83
executed_tx 382200, accessedPercentage 83
executed_tx 382300, accessedPercentage 83
executed_tx 382400, accessedPercentage 83
Predicted: 421633.687500|426728.156250|427202.093750|0.000000, measured: 573446.562500, max txs: 8, ab.prob: 0.087734
executed_tx 382500, accessedPercentage 83
executed_tx 382600, accessedPercentage 83
executed_tx 382700, accessedPercentage 83
executed_tx 382800, accessedPercentage 83
executed_tx 382900, accessedPercentage 83
executed_tx 383000, accessedPercentage 83
executed_tx 383100, accessedPercentage 83
executed_tx 383200, accessedPercentage 83
executed_tx 383300, accessedPercentage 83
executed_tx 383400, accessedPercentage 83
executed_tx 383500, accessedPercentage 83
Predicted: 422352.562500|426966.937500|427473.343750|0.000000, measured: 571740.750000, max txs: 8, ab.prob: 0.090859
executed_tx 383600, accessedPercentage 83
executed_tx 383700, accessedPercentage 83
executed_tx 383800, accessedPercentage 83
executed_tx 383900, accessedPercentage 83
executed_tx 384000, accessedPercentage 83
executed_tx 384100, accessedPercentage 83
executed_tx 384200, accessedPercentage 83
executed_tx 384300, accessedPercentage 83
executed_tx 384400, accessedPercentage 83
executed_tx 384500, accessedPercentage 83
Predicted: 424184.781250|428489.406250|428891.343750|0.000000, measured: 571054.812500, max txs: 8, ab.prob: 0.090899
executed_tx 384600, accessedPercentage 83
executed_tx 384700, accessedPercentage 83
executed_tx 384800, accessedPercentage 83
executed_tx 384900, accessedPercentage 83
executed_tx 385000, accessedPercentage 83
executed_tx 385100, accessedPercentage 83
executed_tx 385200, accessedPercentage 83
executed_tx 385300, accessedPercentage 82
executed_tx 385400, accessedPercentage 82
executed_tx 385500, accessedPercentage 82
executed_tx 385600, accessedPercentage 82
Predicted: 428493.187500|432124.687500|432482.812500|0.000000, measured: 572040.875000, max txs: 8, ab.prob: 0.091872
executed_tx 385700, accessedPercentage 82
executed_tx 385800, accessedPercentage 82
executed_tx 385900, accessedPercentage 82
executed_tx 386000, accessedPercentage 82
executed_tx 386100, accessedPercentage 82
executed_tx 386200, accessedPercentage 82
executed_tx 386300, accessedPercentage 82
executed_tx 386400, accessedPercentage 82
executed_tx 386500, accessedPercentage 82
executed_tx 386600, accessedPercentage 82
executed_tx 386700, accessedPercentage 82
Predicted: 425692.156250|429244.531250|429925.125000|0.000000, measured: 710349.500000, max txs: 8, ab.prob: 0.074542
executed_tx 386800, accessedPercentage 82
executed_tx 386900, accessedPercentage 82
executed_tx 387000, accessedPercentage 82
executed_tx 387100, accessedPercentage 82
executed_tx 387200, accessedPercentage 82
executed_tx 387300, accessedPercentage 82
executed_tx 387400, accessedPercentage 82
executed_tx 387500, accessedPercentage 82
executed_tx 387600, accessedPercentage 82
executed_tx 387700, accessedPercentage 82
executed_tx 387800, accessedPercentage 82
Predicted: 426197.125000|429646.312500|430158.375000|0.000000, measured: 572002.500000, max txs: 8, ab.prob: 0.088098
executed_tx 387900, accessedPercentage 82
executed_tx 388000, accessedPercentage 82
executed_tx 388100, accessedPercentage 82
executed_tx 388200, accessedPercentage 82
executed_tx 388300, accessedPercentage 82
executed_tx 388400, accessedPercentage 82
executed_tx 388500, accessedPercentage 82
executed_tx 388600, accessedPercentage 82
executed_tx 388700, accessedPercentage 82
executed_tx 388800, accessedPercentage 82
executed_tx 388900, accessedPercentage 82
Predicted: 416366.562500|421041.156250|421582.250000|0.000000, measured: 570100.437500, max txs: 8, ab.prob: 0.088877
executed_tx 389000, accessedPercentage 82
executed_tx 389100, accessedPercentage 82
executed_tx 389200, accessedPercentage 82
executed_tx 389300, accessedPercentage 82
executed_tx 389400, accessedPercentage 82
executed_tx 389500, accessedPercentage 81
executed_tx 389600, accessedPercentage 81
executed_tx 389700, accessedPercentage 81
executed_tx 389800, accessedPercentage 81
executed_tx 389900, accessedPercentage 81
executed_tx 390000, accessedPercentage 81
Predicted: 411598.093750|415864.093750|416181.968750|0.000000, measured: 573760.812500, max txs: 8, ab.prob: 0.082720
executed_tx 390100, accessedPercentage 81
executed_tx 390200, accessedPercentage 81
executed_tx 390300, accessedPercentage 81
executed_tx 390400, accessedPercentage 81
executed_tx 390500, accessedPercentage 81
executed_tx 390600, accessedPercentage 81
executed_tx 390700, accessedPercentage 81
executed_tx 390800, accessedPercentage 81
executed_tx 390900, accessedPercentage 81
executed_tx 391000, accessedPercentage 81
executed_tx 391100, accessedPercentage 81
Predicted: 418234.500000|423493.312500|423843.875000|0.000000, measured: 572360.562500, max txs: 8, ab.prob: 0.090004
executed_tx 391200, accessedPercentage 81
executed_tx 391300, accessedPercentage 81
executed_tx 391400, accessedPercentage 81
executed_tx 391500, accessedPercentage 81
executed_tx 391600, accessedPercentage 81
executed_tx 391700, accessedPercentage 81
executed_tx 391800, accessedPercentage 81
executed_tx 391900, accessedPercentage 81
executed_tx 392000, accessedPercentage 81
executed_tx 392100, accessedPercentage 81
executed_tx 392200, accessedPercentage 81
Predicted: 421409.250000|426472.156250|426788.625000|0.000000, measured: 569997.312500, max txs: 8, ab.prob: 0.089347
executed_tx 392300, accessedPercentage 81
executed_tx 392400, accessedPercentage 81
executed_tx 392500, accessedPercentage 81
executed_tx 392600, accessedPercentage 81
executed_tx 392700, accessedPercentage 81
executed_tx 392800, accessedPercentage 81
executed_tx 392900, accessedPercentage 81
executed_tx 393000, accessedPercentage 81
executed_tx 393100, accessedPercentage 81
executed_tx 393200, accessedPercentage 81
executed_tx 393300, accessedPercentage 81
Predicted: 421473.156250|426231.593750|426874.062500|0.000000, measured: 713058.375000, max txs: 8, ab.prob: 0.075852
executed_tx 393400, accessedPercentage 81
executed_tx 393500, accessedPercentage 81
executed_tx 393600, accessedPercentage 80
executed_tx 393700, accessedPercentage 80
executed_tx 393800, accessedPercentage 80
executed_tx 393900, accessedPercentage 80
executed_tx 394000, accessedPercentage 80
executed_tx 394100, accessedPercentage 80
executed_tx 394200, accessedPercentage 80
executed_tx 394300, accessedPercentage 80
Predicted: 428110.250000|432067.562500|432611.843750|0.000000, measured: 569409.000000, max txs: 8, ab.prob: 0.089590
executed_tx 394400, accessedPercentage 80
executed_tx 394500, accessedPercentage 80
executed_tx 394600, accessedPercentage 80
executed_tx 394700, accessedPercentage 80
executed_tx 394800, accessedPercentage 80
executed_tx 394900, accessedPercentage 80
executed_tx 395000, accessedPercentage 80
executed_tx 395100, accessedPercentage 80
executed_tx 395200, accessedPercentage 80
executed_tx 395300, accessedPercentage 80
executed_tx 395400, accessedPercentage 80
Predicted: 421872.218750|426722.968750|427280.125000|0.000000, measured: 568993.625000, max txs: 8, ab.prob: 0.089742
executed_tx 395500, accessedPercentage 80
executed_tx 395600, accessedPercentage 80
executed_tx 395700, accessedPercentage 80
executed_tx 395800, accessedPercentage 80
executed_tx 395900, accessedPercentage 80
executed_tx 396000, accessedPercentage 80
executed_tx 396100, accessedPercentage 80
executed_tx 396200, accessedPercentage 80
executed_tx 396300, accessedPercentage 80
executed_tx 396400, accessedPercentage 80
executed_tx 396500, accessedPercentage 80
Predicted: 421744.843750|426063.656250|426471.375000|0.000000, measured: 568601.312500, max txs: 8, ab.prob: 0.087904
executed_tx 396600, accessedPercentage 80
executed_tx 396700, accessedPercentage 80
executed_tx 396800, accessedPercentage 80
executed_tx 396900, accessedPercentage 80
executed_tx 397000, accessedPercentage 80
executed_tx 397100, accessedPercentage 80
executed_tx 397200, accessedPercentage 80
executed_tx 397300, accessedPercentage 80
executed_tx 397400, accessedPercentage 80
executed_tx 397500, accessedPercentage 80
executed_tx 397600, accessedPercentage 79
Predicted: 410680.062500|415240.218750|415746.156250|0.000000, measured: 641776.812500, max txs: 8, ab.prob: 0.086540
executed_tx 397700, accessedPercentage 79
executed_tx 397800, accessedPercentage 79
executed_tx 397900, accessedPercentage 79
executed_tx 398000, accessedPercentage 79
executed_tx 398100, accessedPercentage 79
executed_tx 398200, accessedPercentage 79
executed_tx 398300, accessedPercentage 79
executed_tx 398400, accessedPercentage 79
executed_tx 398500, accessedPercentage 79
executed_tx 398600, accessedPercentage 79
executed_tx 398700, accessedPercentage 79
Predicted: 421622.062500|425434.093750|426232.250000|0.000000, measured: 709804.437500, max txs: 8, ab.prob: 0.078920
executed_tx 398800, accessedPercentage 79
executed_tx 398900, accessedPercentage 79
executed_tx 399000, accessedPercentage 79
executed_tx 399100, accessedPercentage 79
executed_tx 399200, accessedPercentage 79
executed_tx 399300, accessedPercentage 79
executed_tx 399400, accessedPercentage 79
executed_tx 399500, accessedPercentage 79
executed_tx 399600, accessedPercentage 79
executed_tx 399700, accessedPercentage 79
executed_tx 399800, accessedPercentage 79
Predicted: 422699.625000|427528.500000|428016.406250|0.000000, measured: 571476.187500, max txs: 8, ab.prob: 0.089615
executed_tx 399900, accessedPercentage 79
executed_tx 400000, accessedPercentage 79
executed_tx 400100, accessedPercentage 79
executed_tx 400200, accessedPercentage 79
executed_tx 400300, accessedPercentage 79
executed_tx 400400, accessedPercentage 79
executed_tx 400500, accessedPercentage 79
executed_tx 400600, accessedPercentage 79
executed_tx 400700, accessedPercentage 79
executed_tx 400800, accessedPercentage 79
executed_tx 400900, accessedPercentage 79
Predicted: 419284.812500|423475.906250|424018.750000|0.000000, measured: 568451.562500, max txs: 8, ab.prob: 0.095238
executed_tx 401000, accessedPercentage 79
executed_tx 401100, accessedPercentage 79
executed_tx 401200, accessedPercentage 79
executed_tx 401300, accessedPercentage 79
executed_tx 401400, accessedPercentage 79
executed_tx 401500, accessedPercentage 79
executed_tx 401600, accessedPercentage 78
executed_tx 401700, accessedPercentage 78
executed_tx 401800, accessedPercentage 78
executed_tx 401900, accessedPercentage 78
executed_tx 402000, accessedPercentage 78
Predicted: 406061.156250|410171.531250|410751.656250|0.000000, measured: 565749.562500, max txs: 8, ab.prob: 0.099721
executed_tx 402100, accessedPercentage 78
executed_tx 402200, accessedPercentage 78
executed_tx 402300, accessedPercentage 78
executed_tx 402400, accessedPercentage 78
executed_tx 402500, accessedPercentage 78
executed_tx 402600, accessedPercentage 78
executed_tx 402700, accessedPercentage 78
executed_tx 402800, accessedPercentage 78
executed_tx 402900, accessedPercentage 78
executed_tx 403000, accessedPercentage 78
executed_tx 403100, accessedPercentage 78
Predicted: 427202.000000|431237.968750|431902.312500|0.000000, measured: 635252.937500, max txs: 8, ab.prob: 0.088753
executed_tx 403200, accessedPercentage 78
executed_tx 403300, accessedPercentage 78
executed_tx 403400, accessedPercentage 78
executed_tx 403500, accessedPercentage 78
executed_tx 403600, accessedPercentage 78
executed_tx 403700, accessedPercentage 78
executed_tx 403800, accessedPercentage 78
executed_tx 403900, accessedPercentage 78
executed_tx 404000, accessedPercentage 78
executed_tx 404100, accessedPercentage 78
executed_tx 404200, accessedPercentage 78
Predicted: 420207.218750|423821.375000|424094.250000|0.000000, measured: 567630.000000, max txs: 8, ab.prob: 0.098850
executed_tx 404300, accessedPercentage 78
executed_tx 404400, accessedPercentage 78
executed_tx 404500, accessedPercentage 78
executed_tx 404600, accessedPercentage 78
executed_tx 404700, accessedPercentage 78
executed_tx 404800, accessedPercentage 78
executed_tx 404900, accessedPercentage 78
executed_tx 405000, accessedPercentage 78
executed_tx 405100, accessedPercentage 78
executed_tx 405200, accessedPercentage 78
Predicted: 419760.312500|424061.687500|424636.375000|0.000000, measured: 567780.937500, max txs: 8, ab.prob: 0.100526
executed_tx 405300, accessedPercentage 78
executed_tx 405400, accessedPercentage 78
executed_tx 405500, accessedPercentage 77
executed_tx 405600, accessedPercentage 77
executed_tx 405700, accessedPercentage 77
executed_tx 405800, accessedPercentage 77
executed_tx 405900, accessedPercentage 77
executed_tx 406000, accessedPercentage 77
executed_tx 406100, accessedPercentage 77
executed_tx 406200, accessedPercentage 77
executed_tx 406300, accessedPercentage 77
Predicted: 417711.750000|423558.406250|424070.093750|0.000000, measured: 565954.562500, max txs: 8, ab.prob: 0.101432
executed_tx 406400, accessedPercentage 77
executed_tx 406500, accessedPercentage 77
executed_tx 406600, accessedPercentage 77
executed_tx 406700, accessedPercentage 77
executed_tx 406800, accessedPercentage 77
executed_tx 406900, accessedPercentage 77
executed_tx 407000, accessedPercentage 77
executed_tx 407100, accessedPercentage 77
executed_tx 407200, accessedPercentage 77
executed_tx 407300, accessedPercentage 77
executed_tx 407400, accessedPercentage 77
Predicted: 414242.843750|419149.562500|419793.843750|0.000000, measured: 569700.125000, max txs: 8, ab.prob: 0.100837
executed_tx 407500, accessedPercentage 77
executed_tx 407600, accessedPercentage 77
executed_tx 407700, accessedPercentage 77
executed_tx 407800, accessedPercentage 77
executed_tx 407900, accessedPercentage 77
executed_tx 408000, accessedPercentage 77
executed_tx 408100, accessedPercentage 77
executed_tx 408200, accessedPercentage 77
executed_tx 408300, accessedPercentage 77
executed_tx 408400, accessedPercentage 77
executed_tx 408500, accessedPercentage 77
Predicted: 420092.687500|423690.687500|424096.250000|0.000000, measured: 569462.812500, max txs: 8, ab.prob: 0.095479
executed_tx 408600, accessedPercentage 77
executed_tx 408700, accessedPercentage 77
executed_tx 408800, accessedPercentage 77
executed_tx 408900, accessedPercentage 77
executed_tx 409000, accessedPercentage 77
executed_tx 409100, accessedPercentage 77
executed_tx 409200, accessedPercentage 77
executed_tx 409300, accessedPercentage 76
executed_tx 409400, accessedPercentage 76
executed_tx 409500, accessedPercentage 76
executed_tx 409600, accessedPercentage 76
Predicted: 424974.062500|430175.437500|430519.906250|0.000000, measured: 568844.812500, max txs: 8, ab.prob: 0.096152
executed_tx 409700, accessedPercentage 76
executed_tx 409800, accessedPercentage 76
executed_tx 409900, accessedPercentage 76
executed_tx 410000, accessedPercentage 76
executed_tx 410100, accessedPercentage 76
executed_tx 410200, accessedPercentage 76
executed_tx 410300, accessedPercentage 76
executed_tx 410400, accessedPercentage 76
executed_tx 410500, accessedPercentage 76
executed_tx 410600, accessedPercentage 76
executed_tx 410700, accessedPercentage 76
Predicted: 411183.625000|416661.437500|417064.125000|0.000000, measured: 637850.562500, max txs: 8, ab.prob: 0.089669
executed_tx 410800, accessedPercentage 76
executed_tx 410900, accessedPercentage 76
executed_tx 411000, accessedPercentage 76
executed_tx 411100, accessedPercentage 76
executed_tx 411200, accessedPercentage 76
executed_tx 411300, accessedPercentage 76
executed_tx 411400, accessedPercentage 76
executed_tx 411500, accessedPercentage 76
executed_tx 411600, accessedPercentage 76
executed_tx 411700, accessedPercentage 76
Predicted: 421064.812500|425795.500000|426134.312500|0.000000, measured: 639910.187500, max txs: 8, ab.prob: 0.089458
executed_tx 411800, accessedPercentage 76
executed_tx 411900, accessedPercentage 76
executed_tx 412000, accessedPercentage 76
executed_tx 412100, accessedPercentage 76
executed_tx 412200, accessedPercentage 76
executed_tx 412300, accessedPercentage 76
executed_tx 412400, accessedPercentage 76
executed_tx 412500, accessedPercentage 76
executed_tx 412600, accessedPercentage 76
executed_tx 412700, accessedPercentage 76
executed_tx 412800, accessedPercentage 76
Predicted: 414093.031250|418969.468750|419597.281250|0.000000, measured: 568661.875000, max txs: 8, ab.prob: 0.097376
executed_tx 412900, accessedPercentage 76
executed_tx 413000, accessedPercentage 75
executed_tx 413100, accessedPercentage 75
executed_tx 413200, accessedPercentage 75
executed_tx 413300, accessedPercentage 75
executed_tx 413400, accessedPercentage 75
executed_tx 413500, accessedPercentage 75
executed_tx 413600, accessedPercentage 75
executed_tx 413700, accessedPercentage 75
executed_tx 413800, accessedPercentage 75
executed_tx 413900, accessedPercentage 75
Predicted: 417710.437500|421486.375000|422200.000000|0.000000, measured: 709968.437500, max txs: 8, ab.prob: 0.080768
executed_tx 414000, accessedPercentage 75
executed_tx 414100, accessedPercentage 75
executed_tx 414200, accessedPercentage 75
executed_tx 414300, accessedPercentage 75
executed_tx 414400, accessedPercentage 75
executed_tx 414500, accessedPercentage 75
executed_tx 414600, accessedPercentage 75
executed_tx 414700, accessedPercentage 75
executed_tx 414800, accessedPercentage 75
executed_tx 414900, accessedPercentage 75
executed_tx 415000, accessedPercentage 75
Predicted: 416553.843750|421125.281250|421881.156250|0.000000, measured: 571245.687500, max txs: 8, ab.prob: 0.094962
executed_tx 415100, accessedPercentage 75
executed_tx 415200, accessedPercentage 75
executed_tx 415300, accessedPercentage 75
executed_tx 415400, accessedPercentage 75
executed_tx 415500, accessedPercentage 75
executed_tx 415600, accessedPercentage 75
executed_tx 415700, accessedPercentage 75
executed_tx 415800, accessedPercentage 75
executed_tx 415900, accessedPercentage 75
executed_tx 416000, accessedPercentage 75
executed_tx 416100, accessedPercentage 75
Predicted: 411335.218750|415284.343750|416085.281250|0.000000, measured: 553101.125000, max txs: 8, ab.prob: 0.097767
executed_tx 416200, accessedPercentage 75
executed_tx 416300, accessedPercentage 75
executed_tx 416400, accessedPercentage 75
executed_tx 416500, accessedPercentage 75
executed_tx 416600, accessedPercentage 75
executed_tx 416700, accessedPercentage 74
executed_tx 416800, accessedPercentage 74
executed_tx 416900, accessedPercentage 74
executed_tx 417000, accessedPercentage 74
executed_tx 417100, accessedPercentage 74
executed_tx 417200, accessedPercentage 74
Predicted: 421481.218750|425585.312500|426334.000000|0.000000, measured: 569530.375000, max txs: 8, ab.prob: 0.097395
executed_tx 417300, accessedPercentage 74
executed_tx 417400, accessedPercentage 74
executed_tx 417500, accessedPercentage 74
executed_tx 417600, accessedPercentage 74
executed_tx 417700, accessedPercentage 74
executed_tx 417800, accessedPercentage 74
executed_tx 417900, accessedPercentage 74
executed_tx 418000, accessedPercentage 74
executed_tx 418100, accessedPercentage 74
executed_tx 418200, accessedPercentage 74
executed_tx 418300, accessedPercentage 74
Predicted: 417363.625000|422658.406250|423124.781250|0.000000, measured: 565957.437500, max txs: 8, ab.prob: 0.101993
executed_tx 418400, accessedPercentage 74
executed_tx 418500, accessedPercentage 74
executed_tx 418600, accessedPercentage 74
executed_tx 418700, accessedPercentage 74
executed_tx 418800, accessedPercentage 74
executed_tx 418900, accessedPercentage 74
executed_tx 419000, accessedPercentage 74
executed_tx 419100, accessedPercentage 74
executed_tx 419200, accessedPercentage 74
executed_tx 419300, accessedPercentage 74
executed_tx 419400, accessedPercentage 74
Predicted: 414108.250000|419286.500000|419783.406250|0.000000, measured: 568743.437500, max txs: 8, ab.prob: 0.098692
executed_tx 419500, accessedPercentage 74
executed_tx 419600, accessedPercentage 74
executed_tx 419700, accessedPercentage 74
executed_tx 419800, accessedPercentage 74
executed_tx 419900, accessedPercentage 74
executed_tx 420000, accessedPercentage 74
executed_tx 420100, accessedPercentage 74
executed_tx 420200, accessedPercentage 74
executed_tx 420300, accessedPercentage 74
executed_tx 420400, accessedPercentage 73
executed_tx 420500, accessedPercentage 73
Predicted: 421500.125000|425045.000000|425594.187500|0.000000, measured: 569268.750000, max txs: 8, ab.prob: 0.095782
executed_tx 420600, accessedPercentage 73
executed_tx 420700, accessedPercentage 73
executed_tx 420800, accessedPercentage 73
executed_tx 420900, accessedPercentage 73
executed_tx 421000, accessedPercentage 73
executed_tx 421100, accessedPercentage 73
executed_tx 421200, accessedPercentage 73
executed_tx 421300, accessedPercentage 73
executed_tx 421400, accessedPercentage 73
executed_tx 421500, accessedPercentage 73
executed_tx 421600, accessedPercentage 73
Predicted: 414743.187500|419508.281250|420157.000000|0.000000, measured: 567076.125000, max txs: 8, ab.prob: 0.109560
executed_tx 421700, accessedPercentage 73
executed_tx 421800, accessedPercentage 73
executed_tx 421900, accessedPercentage 73
executed_tx 422000, accessedPercentage 73
executed_tx 422100, accessedPercentage 73
executed_tx 422200, accessedPercentage 73
executed_tx 422300, accessedPercentage 73
executed_tx 422400, accessedPercentage 73
executed_tx 422500, accessedPercentage 73
executed_tx 422600, accessedPercentage 73
Predicted: 418610.093750|423806.750000|424308.093750|0.000000, measured: 565625.312500, max txs: 8, ab.prob: 0.103615
executed_tx 422700, accessedPercentage 73
executed_tx 422800, accessedPercentage 73
executed_tx 422900, accessedPercentage 73
executed_tx 423000, accessedPercentage 73
executed_tx 423100, accessedPercentage 73
executed_tx 423200, accessedPercentage 73
executed_tx 423300, accessedPercentage 73
executed_tx 423400, accessedPercentage 73
executed_tx 423500, accessedPercentage 73
executed_tx 423600, accessedPercentage 73
executed_tx 423700, accessedPercentage 73
Predicted: 417143.718750|421662.531250|422150.875000|0.000000, measured: 566114.375000, max txs: 8, ab.prob: 0.103790
executed_tx 423800, accessedPercentage 73
executed_tx 423900, accessedPercentage 73
executed_tx 424000, accessedPercentage 72
executed_tx 424100, accessedPercentage 72
executed_tx 424200, accessedPercentage 72
executed_tx 424300, accessedPercentage 72
executed_tx 424400, accessedPercentage 72
executed_tx 424500, accessedPercentage 72
executed_tx 424600, accessedPercentage 72
executed_tx 424700, accessedPercentage 72
executed_tx 424800, accessedPercentage 72
Predicted: 420634.687500|424548.531250|424830.156250|0.000000, measured: 635191.125000, max txs: 8, ab.prob: 0.093218
executed_tx 424900, accessedPercentage 72
executed_tx 425000, accessedPercentage 72
executed_tx 425100, accessedPercentage 72
executed_tx 425200, accessedPercentage 72
executed_tx 425300, accessedPercentage 72
executed_tx 425400, accessedPercentage 72
executed_tx 425500, accessedPercentage 72
executed_tx 425600, accessedPercentage 72
executed_tx 425700, accessedPercentage 72
executed_tx 425800, accessedPercentage 72
executed_tx 425900, accessedPercentage 72
Predicted: 410242.312500|414968.625000|415539.125000|0.000000, measured: 565417.625000, max txs: 8, ab.prob: 0.102974
executed_tx 426000, accessedPercentage 72
executed_tx 426100, accessedPercentage 72
executed_tx 426200, accessedPercentage 72
executed_tx 426300, accessedPercentage 72
executed_tx 426400, accessedPercentage 72
executed_tx 426500, accessedPercentage 72
executed_tx 426600, accessedPercentage 72
executed_tx 426700, accessedPercentage 72
executed_tx 426800, accessedPercentage 72
executed_tx 426900, accessedPercentage 72
executed_tx 427000, accessedPercentage 72
Predicted: 411010.812500|417208.750000|417506.562500|0.000000, measured: 566129.500000, max txs: 8, ab.prob: 0.102542
executed_tx 427100, accessedPercentage 72
executed_tx 427200, accessedPercentage 72
executed_tx 427300, accessedPercentage 72
executed_tx 427400, accessedPercentage 72
executed_tx 427500, accessedPercentage 72
executed_tx 427600, accessedPercentage 71
executed_tx 427700, accessedPercentage 71
executed_tx 427800, accessedPercentage 71
executed_tx 427900, accessedPercentage 71
executed_tx 428000, accessedPercentage 71
executed_tx 428100, accessedPercentage 71
Predicted: 418161.312500|421430.406250|421996.437500|0.000000, measured: 564837.937500, max txs: 8, ab.prob: 0.105453
executed_tx 428200, accessedPercentage 71
executed_tx 428300, accessedPercentage 71
executed_tx 428400, accessedPercentage 71
executed_tx 428500, accessedPercentage 71
executed_tx 428600, accessedPercentage 71
executed_tx 428700, accessedPercentage 71
executed_tx 428800, accessedPercentage 71
executed_tx 428900, accessedPercentage 71
executed_tx 429000, accessedPercentage 71
executed_tx 429100, accessedPercentage 71
executed_tx 429200, accessedPercentage 71
Predicted: 415458.968750|421343.750000|421775.875000|0.000000, measured: 570283.375000, max txs: 8, ab.prob: 0.099968
executed_tx 429300, accessedPercentage 71
executed_tx 429400, accessedPercentage 71
executed_tx 429500, accessedPercentage 71
executed_tx 429600, accessedPercentage 71
executed_tx 429700, accessedPercentage 71
executed_tx 429800, accessedPercentage 71
executed_tx 429900, accessedPercentage 71
executed_tx 430000, accessedPercentage 71
executed_tx 430100, accessedPercentage 71
executed_tx 430200, accessedPercentage 71
executed_tx 430300, accessedPercentage 71
Predicted: 419664.187500|423844.093750|424374.093750|0.000000, measured: 566900.187500, max txs: 8, ab.prob: 0.105027
executed_tx 430400, accessedPercentage 71
executed_tx 430500, accessedPercentage 71
executed_tx 430600, accessedPercentage 71
executed_tx 430700, accessedPercentage 71
executed_tx 430800, accessedPercentage 71
executed_tx 430900, accessedPercentage 71
executed_tx 431000, accessedPercentage 71
executed_tx 431100, accessedPercentage 70
executed_tx 431200, accessedPercentage 70
executed_tx 431300, accessedPercentage 70
executed_tx 431400, accessedPercentage 70
Predicted: 417203.062500|421955.312500|422520.562500|0.000000, measured: 639109.687500, max txs: 8, ab.prob: 0.093622
executed_tx 431500, accessedPercentage 70
executed_tx 431600, accessedPercentage 70
executed_tx 431700, accessedPercentage 70
executed_tx 431800, accessedPercentage 70
executed_tx 431900, accessedPercentage 70
executed_tx 432000, accessedPercentage 70
executed_tx 432100, accessedPercentage 70
executed_tx 432200, accessedPercentage 70
executed_tx 432300, accessedPercentage 70
executed_tx 432400, accessedPercentage 70
Predicted: 418881.281250|424328.281250|424840.437500|0.000000, measured: 636280.625000, max txs: 8, ab.prob: 0.094777
executed_tx 432500, accessedPercentage 70
executed_tx 432600, accessedPercentage 70
executed_tx 432700, accessedPercentage 70
executed_tx 432800, accessedPercentage 70
executed_tx 432900, accessedPercentage 70
executed_tx 433000, accessedPercentage 70
executed_tx 433100, accessedPercentage 70
executed_tx 433200, accessedPercentage 70
executed_tx 433300, accessedPercentage 70
executed_tx 433400, accessedPercentage 70
executed_tx 433500, accessedPercentage 70
Predicted: 420127.781250|424051.062500|424574.031250|0.000000, measured: 560319.312500, max txs: 8, ab.prob: 0.115934
executed_tx 433600, accessedPercentage 70
executed_tx 433700, accessedPercentage 70
executed_tx 433800, accessedPercentage 70
executed_tx 433900, accessedPercentage 70
executed_tx 434000, accessedPercentage 70
executed_tx 434100, accessedPercentage 70
executed_tx 434200, accessedPercentage 70
executed_tx 434300, accessedPercentage 70
executed_tx 434400, accessedPercentage 70
executed_tx 434500, accessedPercentage 70
executed_tx 434600, accessedPercentage 69
Predicted: 417128.156250|423348.156250|423850.625000|0.000000, measured: 564075.000000, max txs: 8, ab.prob: 0.110145
executed_tx 434700, accessedPercentage 69
executed_tx 434800, accessedPercentage 69
executed_tx 434900, accessedPercentage 69
executed_tx 435000, accessedPercentage 69
executed_tx 435100, accessedPercentage 69
executed_tx 435200, accessedPercentage 69
executed_tx 435300, accessedPercentage 69
executed_tx 435400, accessedPercentage 69
executed_tx 435500, accessedPercentage 69
executed_tx 435600, accessedPercentage 69
executed_tx 435700, accessedPercentage 69
Predicted: 419998.312500|423755.625000|424220.156250|0.000000, measured: 565046.187500, max txs: 8, ab.prob: 0.106563
executed_tx 435800, accessedPercentage 69
executed_tx 435900, accessedPercentage 69
executed_tx 436000, accessedPercentage 69
executed_tx 436100, accessedPercentage 69
executed_tx 436200, accessedPercentage 69
executed_tx 436300, accessedPercentage 69
executed_tx 436400, accessedPercentage 69
executed_tx 436500, accessedPercentage 69
executed_tx 436600, accessedPercentage 69
executed_tx 436700, accessedPercentage 69
executed_tx 436800, accessedPercentage 69
